,inchi_key,sum,no_reactions,average,mass,experiment,plant,sum_class,inchi_keys
malus domestica,PKYFHKIYHBRTPI,359.64243936,6,59.94040656,217.12,0,malus domestica,1,"{'PKYFHKIYHBRTPI-UHFFFAOYSA-L', 'PKYFHKIYHBRTPI-UHFFFAOYSA-N'}"
malus domestica,WCGUUGGRBIKTOS,355.45605,2,177.728025,456.7,0,malus domestica,1,{'WCGUUGGRBIKTOS-GPOJBZKASA-N'}
malus domestica,HLAWVOWADPNAGN,352.39778700000005,3,117.465929,410.7,0,malus domestica,1,{'HLAWVOWADPNAGN-BAHZUFOISA-N'}
malus domestica,BXXSHQYDJWZXPB,345.25909,3,115.08636333333332,236.35,0,malus domestica,1,{'BXXSHQYDJWZXPB-OKNSCYNVSA-N'}
malus domestica,AFVFQIVMOAPDHO,320.32399599999997,6,53.387332666666666,95.1,0,malus domestica,1,{'AFVFQIVMOAPDHO-UHFFFAOYSA-M'}
malus domestica,DJJCXFVJDGTHFX,314.82494570392,28,11.243748060854285,324.18,1,malus domestica,1,"{'DJJCXFVJDGTHFX-XVFCMESISA-L', 'DJJCXFVJDGTHFX-XVFCMESISA-N'}"
malus domestica,IVLBHBFTRNVIAP,311.884298,9,34.653810888888884,791.0,0,malus domestica,1,"{'IVLBHBFTRNVIAP-MEGGAXOGSA-N', 'IVLBHBFTRNVIAP-MEGGAXOGSA-K'}"
malus domestica,RSWGJHLUYNHPMX,309.57953,2,154.789765,301.4,0,malus domestica,1,{'RSWGJHLUYNHPMX-ONCXSQPRSA-M'}
malus domestica,WUUGFSXJNOTRMR,309.20247329999995,8,38.6503091625,297.34,1,malus domestica,1,{'WUUGFSXJNOTRMR-IOSLPCCCSA-N'}
malus domestica,XGYIMTFOTBMPFP,301.0257133,7,43.00367332857142,251.24,0,malus domestica,1,{'XGYIMTFOTBMPFP-KQYNXXCUSA-N'}
malus domestica,YECLLIMZHNYFCK,299.7107867,6,49.95179778333334,1025.9,0,malus domestica,1,"{'YECLLIMZHNYFCK-JHGVXFQISA-N', 'YECLLIMZHNYFCK-RRNJGNTNSA-J'}"
malus domestica,FGCUSSRGQNHZRW,283.53834,2,141.76917,218.33,0,malus domestica,1,{'FGCUSSRGQNHZRW-UMVBOHGHSA-N'}
malus domestica,LLVVMXFNKAHVEZ,282.1,1,282.1,352.25,0,malus domestica,1,{'LLVVMXFNKAHVEZ-KMBKDFKYSA-N'}
malus domestica,ZKNHGZHOGBDPIA,278.721752,3,92.90725066666667,631.7,0,malus domestica,1,{'ZKNHGZHOGBDPIA-ZOWBABNGSA-N'}
malus domestica,OSJPPGNTCRNQQC,276.8342496,18,15.379680533333334,186.06,1,malus domestica,1,"{'OSJPPGNTCRNQQC-UWTATZPHSA-N', 'OSJPPGNTCRNQQC-UWTATZPHSA-K'}"
malus domestica,QJVMEAZHJKXWJD,269.068926,2,134.534463,396.6,0,malus domestica,1,{'QJVMEAZHJKXWJD-HESBYNJASA-N'}
malus domestica,ZFPNNOXCEDQJQS,263.40965570000003,3,87.80321856666667,790.7,0,malus domestica,1,"{'ZFPNNOXCEDQJQS-SSVOXRMNSA-M', 'ZFPNNOXCEDQJQS-RXAGCIOPSA-N'}"
malus domestica,CAOMCZAIALVUPA,262.77414,2,131.38707,120.17,0,malus domestica,1,"{'CAOMCZAIALVUPA-UHFFFAOYSA-N', 'CAOMCZAIALVUPA-UHFFFAOYSA-M'}"
malus domestica,IKMDFBPHZNJCSN,258.35699,2,129.178495,317.23,0,malus domestica,1,"{'IKMDFBPHZNJCSN-UHFFFAOYSA-N', 'IKMDFBPHZNJCSN-UHFFFAOYSA-M'}"
malus domestica,DFPAKSUCGFBDDF,257.6249158,5,51.52498316,122.12,1,malus domestica,1,{'DFPAKSUCGFBDDF-UHFFFAOYSA-N'}
malus domestica,SFRQRNJMIIUYDI,254.90050000000002,4,63.725125000000006,276.07,0,malus domestica,1,"{'SFRQRNJMIIUYDI-UHNVWZDZSA-N', 'SFRQRNJMIIUYDI-UHNVWZDZSA-L'}"
malus domestica,LHFJOBMTAJJOTB,251.64483919999998,6,41.94080653333334,175.12,0,malus domestica,1,{'LHFJOBMTAJJOTB-JLAZNSOCSA-N'}
malus domestica,YVLXSHWZFBDIEL,250.744304,2,125.372152,721.7,0,malus domestica,1,{'YVLXSHWZFBDIEL-SRDSWEMOSA-N'}
malus domestica,ASCFNMCAHFUBCO,243.6434665,4,60.910866625,153.01,0,malus domestica,1,"{'ASCFNMCAHFUBCO-UHFFFAOYSA-K', 'ASCFNMCAHFUBCO-UHFFFAOYSA-N'}"
malus domestica,NCMVOABPESMRCP,242.70908065999998,10,24.270908066,305.18,0,malus domestica,1,"{'NCMVOABPESMRCP-SHYZEUOFSA-N', 'NCMVOABPESMRCP-SHYZEUOFSA-L'}"
malus domestica,FUSUHKVFWTUUBE,242.46755000000002,4,60.616887500000004,70.09,0,malus domestica,1,{'FUSUHKVFWTUUBE-UHFFFAOYSA-N'}
malus domestica,CSCPPACGZOOCGX,227.1373833,3,75.7124611,58.08,0,malus domestica,1,{'CSCPPACGZOOCGX-UHFFFAOYSA-N'}
malus domestica,AEMOLEFTQBMNLQ,221.03,6,36.83833333333334,194.14,1,malus domestica,1,"{'AEMOLEFTQBMNLQ-AQKNRBDQSA-N', 'AEMOLEFTQBMNLQ-YMDCURPLSA-N'}"
malus domestica,JDLKFOPOAOFWQN,219.287,2,109.6435,162.3,0,malus domestica,1,{'JDLKFOPOAOFWQN-UHFFFAOYSA-N'}
malus domestica,WNVFJMYPVBOLKV,217.899934,2,108.949967,1074,0,malus domestica,1,"{'WNVFJMYPVBOLKV-YLNUKALLSA-J', 'WNVFJMYPVBOLKV-PJDIVXIPSA-N'}"
malus domestica,HTJXTKBIUVFUAR,216.49871599999997,4,54.124679,597.26,0,malus domestica,1,"{'HTJXTKBIUVFUAR-XHIBXCGHSA-N', 'HTJXTKBIUVFUAR-XHIBXCGHSA-J'}"
malus domestica,NNICRUQPODTGRU,216.154107,4,54.03852675,133.15,0,malus domestica,1,{'NNICRUQPODTGRU-QMMMGPOBSA-N'}
malus domestica,QAOWNCQODCNURD,212.47666699999996,12,17.706388916666665,96.07,1,malus domestica,1,"{'QAOWNCQODCNURD-UHFFFAOYSA-L', 'QAOWNCQODCNURD-UHFFFAOYSA-N'}"
malus domestica,HQLQCGJTTNRNTL,203.48756,3,67.82918666666666,626.9,0,malus domestica,1,{'HQLQCGJTTNRNTL-XXRBRTKDSA-J'}
malus domestica,MWFMGBPGAXYFAR,195.414098,3,65.13803266666666,85.1,0,malus domestica,1,{'MWFMGBPGAXYFAR-UHFFFAOYSA-N'}
malus domestica,CWVRJTMFETXNAD,194.6347554,4,48.65868885,353.3,1,malus domestica,1,"{'CWVRJTMFETXNAD-JUHZACGLSA-M', 'CWVRJTMFETXNAD-JUHZACGLSA-N'}"
malus domestica,SXFSQZDSUWACKX,191.026183,5,38.2052366,148.18,0,malus domestica,1,"{'SXFSQZDSUWACKX-UHFFFAOYSA-N', 'SXFSQZDSUWACKX-UHFFFAOYSA-M'}"
malus domestica,QMPHZIPNNJOWQI,190.4047354,4,47.60118385,336.29,0,malus domestica,1,"{'QMPHZIPNNJOWQI-GDDAOPKQSA-M', 'QMPHZIPNNJOWQI-GDDAOPKQSA-N'}"
malus domestica,MXFPFNSSZYNJGX,189.5872528,3,63.195750933333336,508.29,0,malus domestica,1,{'MXFPFNSSZYNJGX-HNNGNKQASA-K'}
malus domestica,LTQYPAVLAYVKTK,188.664637,5,37.7329274,184.11,0,malus domestica,1,"{'LTQYPAVLAYVKTK-YFKPBYRVSA-N', 'LTQYPAVLAYVKTK-UHFFFAOYSA-N'}"
malus domestica,KJKIEFUPAPPGBC,187.722011,3,62.57400366666667,257.25,0,malus domestica,1,{'KJKIEFUPAPPGBC-XXKOCQOQSA-N'}
malus domestica,UJGZOSZMMQGHPD,178.66476,2,89.33238,432.7,0,malus domestica,1,"{'UJGZOSZMMQGHPD-SBFVNBAVSA-N', 'UJGZOSZMMQGHPD-GTYSVAQVSA-N'}"
malus domestica,PCLHVGYGQYOJEF,178.66473,2,89.332365,430.7,0,malus domestica,1,"{'PCLHVGYGQYOJEF-DELKORAPSA-N', 'PCLHVGYGQYOJEF-YPODHHRNSA-N'}"
malus domestica,UZKQTCBAMSWPJD,178.21427531,11,16.201297755454544,219.24,0,malus domestica,1,"{'UZKQTCBAMSWPJD-FARCUNLSSA-N', 'UZKQTCBAMSWPJD-UQCOIBPSSA-N'}"
malus domestica,PSQYTAPXSHCGMF,176.72,2,88.36,192.3,0,malus domestica,1,{'PSQYTAPXSHCGMF-BQYQJAHWSA-N'}
malus domestica,RTQMRTSPTLIIHM,174.364111,4,43.59102775,555.28,0,malus domestica,1,"{'RTQMRTSPTLIIHM-KEOHHSTQSA-N', 'RTQMRTSPTLIIHM-KEOHHSTQSA-J'}"
malus domestica,DOUMFZQKYFQNTF,173.6794854,3,57.8931618,359.3,1,malus domestica,1,{'DOUMFZQKYFQNTF-WUTVXBCWSA-M'}
malus domestica,LLFIMDUWAVPJEJ,172.90954,3,57.63651333333333,464.7,0,malus domestica,1,"{'LLFIMDUWAVPJEJ-KKOXEEMUSA-N', 'LLFIMDUWAVPJEJ-ZIXOBUGNSA-N'}"
malus domestica,MVMSCBBUIHUTGJ,172.73389019999996,19,9.091257378947368,603.3,0,malus domestica,1,"{'MVMSCBBUIHUTGJ-JGQUBWHWSA-L', 'MVMSCBBUIHUTGJ-HVMPVDAASA-L', 'MVMSCBBUIHUTGJ-JGQUBWHWSA-N', 'MVMSCBBUIHUTGJ-GDJBGNAASA-N', 'MVMSCBBUIHUTGJ-GDJBGNAASA-L'}"
