,average,experiment,inchi key,inchi_keys,mass,no_reactions,plant,sum,sum_class
lactuca sativa,3.6800537,0.0,MMYFQTWHKPSUDE,{'MMYFQTWHKPSUDE-DLQNOBSRSA-N'},666.6,1.0,lactuca sativa,3.6800537,1.0
lactuca sativa,-2.92841595,0.0,BZXZFDKIRZBJEP,"{'BZXZFDKIRZBJEP-JMTMCXQRSA-M', 'BZXZFDKIRZBJEP-JMTMCXQRSA-N'}",293.4,3.0,lactuca sativa,-8.785247850000001,0.0
lactuca sativa,24.219016666666665,0.0,HPEUEJRPDGMIMY,"{'HPEUEJRPDGMIMY-IFQPEPLCSA-N', 'HPEUEJRPDGMIMY-IFQPEPLCSA-K'}",395.4,3.0,lactuca sativa,72.65705,1.0
lactuca sativa,-5.82,0.0,FJWJALRUNNZIBB,{'FJWJALRUNNZIBB-TYEZDHDXSA-N'},1056,1.0,lactuca sativa,-5.82,0.0
lactuca sativa,-50.140960666666665,1.0,KZJWDPNRJALLNS,{'KZJWDPNRJALLNS-VJSFXXLFSA-N'},414.7,3.0,lactuca sativa,-150.42288200000002,0.0
lactuca sativa,-7.360491000000001,1.0,JVGVDSSUAVXRDY,"{'JVGVDSSUAVXRDY-MRVPVSSYSA-N', 'JVGVDSSUAVXRDY-MRVPVSSYSA-M'}",182.17,5.0,lactuca sativa,-36.802455,0.0
lactuca sativa,4.44,0.0,VGEBXBQECGWCRH,{'VGEBXBQECGWCRH-PUEFWPISSA-N'},925.7,1.0,lactuca sativa,4.44,1.0
lactuca sativa,0.4630127,0.0,FRNQPMDCZLCKPZ,{'FRNQPMDCZLCKPZ-WSJCWXPMSA-N'},311.36,1.0,lactuca sativa,0.4630127,1.0
lactuca sativa,0.7932611,0.0,VXPBDCBTMSKCKZ,"{'VXPBDCBTMSKCKZ-XQHNHVHJSA-N', 'VXPBDCBTMSKCKZ-XQHNHVHJSA-M'}",351.5,2.0,lactuca sativa,1.5865222,1.0
lactuca sativa,4.2241135,0.0,WTIIULQJLZEHGZ,{'WTIIULQJLZEHGZ-CVYQJGLWSA-L'},160.12,1.0,lactuca sativa,4.2241135,1.0
lactuca sativa,-9.208302105263158,1.0,ATHGHQPFGPMSJY,"{'ATHGHQPFGPMSJY-UHFFFAOYSA-N', 'ATHGHQPFGPMSJY-UHFFFAOYSA-Q'}",145.25,19.0,lactuca sativa,-174.95774,0.0
lactuca sativa,52.0,0.0,LSJLEXWXRKTZAJ,{'LSJLEXWXRKTZAJ-YUIIPXGZSA-K'},651.8,1.0,lactuca sativa,52.0,1.0
lactuca sativa,5.685701672222222,0.0,ITPLBNCCPZSWEU,"{'ITPLBNCCPZSWEU-PYDDKJGSSA-K', 'ITPLBNCCPZSWEU-PYDDKJGSSA-N'}",456.5,9.0,lactuca sativa,51.17131504999999,1.0
lactuca sativa,4.353283,0.0,QSAQFDYWYNLXEC,"{'QSAQFDYWYNLXEC-GUQXGGMCSA-N', 'QSAQFDYWYNLXEC-GUQXGGMCSA-J'}",981.8,4.0,lactuca sativa,17.413132,1.0
lactuca sativa,-1.892395,0.0,VQXIERGSFOQSNS,{'VQXIERGSFOQSNS-UHFFFAOYSA-N'},221.4,1.0,lactuca sativa,-1.892395,0.0
lactuca sativa,15.4171295,0.0,FSQQTNAZHBEJLS,{'FSQQTNAZHBEJLS-UPHRSURJSA-M'},114.08,1.0,lactuca sativa,15.4171295,1.0
lactuca sativa,43.770254699999995,0.0,GIJHDGJRTUSBJR,{'GIJHDGJRTUSBJR-UHFFFAOYSA-N'},202.16,2.0,lactuca sativa,87.54050939999999,1.0
lactuca sativa,-20.640137,0.0,CZFRMASEEPTBAQ,{'CZFRMASEEPTBAQ-MYCGWMCTSA-N'},685.1,1.0,lactuca sativa,-20.640137,0.0
lactuca sativa,-0.3385315500000001,0.0,HIGQPQRQIQDZMP,{'HIGQPQRQIQDZMP-DHZHZOJOSA-N'},196.29,2.0,lactuca sativa,-0.6770631000000003,0.0
lactuca sativa,-42.40445,0.0,HDAJUGGARUFROU,{'HDAJUGGARUFROU-JSUDGWJLSA-J'},519.3,1.0,lactuca sativa,-42.40445,0.0
lactuca sativa,-9.841084333333331,0.0,ANKZYBDXHMZBDK,{'ANKZYBDXHMZBDK-SCRDCRAPSA-K'},455.0,3.0,lactuca sativa,-29.523252999999997,0.0
lactuca sativa,6.926473625,0.0,NOTGFIUVDGNKRI,"{'NOTGFIUVDGNKRI-UUOKFMHZSA-N', 'NOTGFIUVDGNKRI-UUOKFMHZSA-L'}",336.2,8.0,lactuca sativa,55.411789,1.0
lactuca sativa,77.12213,1.0,QUZHZFAQJATMCA,{'QUZHZFAQJATMCA-QAZQWDDOSA-N'},775.1,2.0,lactuca sativa,154.24426,1.0
lactuca sativa,4.630615,0.0,SBZWTSHAFILOTE,{'SBZWTSHAFILOTE-SOUVJXGZSA-N'},306.27,1.0,lactuca sativa,4.630615,1.0
lactuca sativa,1.2487260483333333,1.0,ODBLHEXUDAPZAU,"{'ODBLHEXUDAPZAU-UHFFFAOYSA-N', 'ODBLHEXUDAPZAU-ZAFYKAAXSA-K'}",189.1,12.0,lactuca sativa,14.98471258,1.0
lactuca sativa,5.31,0.0,GODDWIDSELPRPA,{'GODDWIDSELPRPA-QMIJOYDGSA-N'},575.6,1.0,lactuca sativa,5.31,1.0
lactuca sativa,12.32,0.0,YXWGPDFKFBYCFE,{'YXWGPDFKFBYCFE-ZZXKWVIFSA-N'},206.58,1.0,lactuca sativa,12.32,1.0
lactuca sativa,1.164733935,0.0,QIBKBVRVOFIKLN,{'QIBKBVRVOFIKLN-YSOWJFSKSA-J'},1130.1,2.0,lactuca sativa,2.32946787,1.0
lactuca sativa,0.6846899500000001,0.0,PEKYNTFSOBAABV,"{'PEKYNTFSOBAABV-SYASONGASA-N', 'PEKYNTFSOBAABV-LQUDNSJZSA-J'}",863.6,4.0,lactuca sativa,2.7387598000000004,1.0
lactuca sativa,-23.536683,0.0,PGYAYSRVSAJXTE,"{'PGYAYSRVSAJXTE-CLONMANBSA-N', 'PGYAYSRVSAJXTE-OQASCVKESA-N'}",600.9,3.0,lactuca sativa,-70.610049,0.0
lactuca sativa,3.42690066,0.0,YMCXGHLSVALICC,"{'YMCXGHLSVALICC-IIZVUBDFSA-N', 'YMCXGHLSVALICC-GMHMEAMDSA-J'}",945.8,5.0,lactuca sativa,17.1345033,1.0
lactuca sativa,34.653810888888884,0.0,IVLBHBFTRNVIAP,"{'IVLBHBFTRNVIAP-MEGGAXOGSA-K', 'IVLBHBFTRNVIAP-MEGGAXOGSA-N'}",791.0,9.0,lactuca sativa,311.884298,1.0
lactuca sativa,-1.7152993333333333,1.0,OVSQVDMCBVZWGM,"{'OVSQVDMCBVZWGM-QSOFNFLRSA-M', 'OVSQVDMCBVZWGM-QSOFNFLRSA-N'}",463.4,3.0,lactuca sativa,-5.145898,0.0
lactuca sativa,-40.007398,0.0,OPLVZTYVQUWKHB,"{'OPLVZTYVQUWKHB-SDBHATRESA-N', 'OPLVZTYVQUWKHB-SDBHATRESA-K'}",575.3,3.0,lactuca sativa,-120.02219400000001,0.0
lactuca sativa,26.32,0.0,JSFATNQSLKRBCI,{'JSFATNQSLKRBCI-VAEKSGALSA-N'},320.5,1.0,lactuca sativa,26.32,1.0
lactuca sativa,-48.01194366666667,1.0,OYHQOLUKZRVURQ,"{'OYHQOLUKZRVURQ-HZJYTTRNSA-M', 'OYHQOLUKZRVURQ-HZJYTTRNSA-N'}",279.4,6.0,lactuca sativa,-288.071662,0.0
lactuca sativa,-4.2103618,0.0,OAKURXIZZOAYBC,"{'OAKURXIZZOAYBC-UHFFFAOYSA-N', 'OAKURXIZZOAYBC-UHFFFAOYSA-M'}",87.05,5.0,lactuca sativa,-21.051809000000002,0.0
lactuca sativa,17.79293142857143,0.0,QHWZTVCCBMIIKE,"{'QHWZTVCCBMIIKE-SHYZEUOFSA-N', 'QHWZTVCCBMIIKE-SHYZEUOFSA-K'}",385.14,7.0,lactuca sativa,124.55052,1.0
lactuca sativa,-8.145874,0.0,MDJSEODEPHDJBE,{'MDJSEODEPHDJBE-XZDDVQLQSA-M'},559.7,1.0,lactuca sativa,-8.145874,0.0
lactuca sativa,-81.48009666666665,0.0,MQYXUWHLBZFQQO,{'MQYXUWHLBZFQQO-QGTGJCAVSA-N'},426.7,3.0,lactuca sativa,-244.44028999999995,0.0
lactuca sativa,6.037211,0.0,WSNIRBUJXCDODQ,{'WSNIRBUJXCDODQ-PNYYNUSBSA-M'},641.7,3.0,lactuca sativa,18.111632999999998,1.0
lactuca sativa,-0.20854546000000004,0.0,BERBFZCUSMQABM,"{'BERBFZCUSMQABM-UXYNFSPESA-N', 'BERBFZCUSMQABM-IEXPHMLFSA-J'}",835.6,4.0,lactuca sativa,-0.8341818399999994,0.0
lactuca sativa,36.16862297,0.0,REFJWTPEDVJJIY,"{'REFJWTPEDVJJIY-UHFFFAOYSA-M', 'REFJWTPEDVJJIY-UHFFFAOYSA-N'}",302.23,10.0,lactuca sativa,361.6862297,1.0
lactuca sativa,-25.3792525,0.0,XMWHRVNVKDKBRG,"{'XMWHRVNVKDKBRG-UHNVWZDZSA-L', 'XMWHRVNVKDKBRG-UHNVWZDZSA-N'}",216.13,4.0,lactuca sativa,-101.51701,0.0
lactuca sativa,1.871891825,1.0,KDZOASGQNOPSCU,"{'KDZOASGQNOPSCU-WDSKDSINSA-N', 'KDZOASGQNOPSCU-ZBHICJROSA-M'}",289.27,4.0,lactuca sativa,7.4875673,1.0
lactuca sativa,0.3181122000000002,0.0,AJPADPZSRRUGHI,"{'AJPADPZSRRUGHI-RFZPGFLSSA-N', 'AJPADPZSRRUGHI-RFZPGFLSSA-L'}",212.09,5.0,lactuca sativa,1.590561000000001,1.0
lactuca sativa,-322.44556,0.0,ADOBXTDBFNCOBN,{'ADOBXTDBFNCOBN-UHFFFAOYSA-N'},238.5,1.0,lactuca sativa,-322.44556,0.0
lactuca sativa,-2.2899999999825837e-05,0.0,FUTZESSLBXJDFG,{'FUTZESSLBXJDFG-HNNXBMFYSA-O'},330.4,2.0,lactuca sativa,-4.5799999999651675e-05,0.0
lactuca sativa,14.815887,0.0,VHUBNUSXPIJYSG,{'VHUBNUSXPIJYSG-QIRCYJPOSA-L'},368.4,1.0,lactuca sativa,14.815887,1.0
lactuca sativa,0.0,0.0,KEPSPLQXVPROMK,{'KEPSPLQXVPROMK-GXFXHJQUSA-N'},945.8,1.0,lactuca sativa,0.0,0.0
lactuca sativa,-1.52,0.0,CMVHVKHUWLAUNF,{'CMVHVKHUWLAUNF-PWNYCUMCSA-N'},216.08,1.0,lactuca sativa,-1.52,0.0
lactuca sativa,-51.06819175,0.0,ZCZCVJVUJGULMO,{'ZCZCVJVUJGULMO-BZVDQRPCSA-M'},406.5,2.0,lactuca sativa,-102.1363835,0.0
lactuca sativa,1.1891358456666667,0.0,RNQHMTFBUSSBJQ,"{'RNQHMTFBUSSBJQ-CRCLSJGQSA-L', 'RNQHMTFBUSSBJQ-CRCLSJGQSA-N'}",176.17,6.0,lactuca sativa,7.134815074000001,1.0
lactuca sativa,9.128703,0.0,NAQGHJTUZRHGAC,"{'NAQGHJTUZRHGAC-ZZZDFHIKSA-N', 'NAQGHJTUZRHGAC-LBGUGVGYSA-J'}",454.28,4.0,lactuca sativa,36.514812,1.0
lactuca sativa,-52.30371666666667,0.0,VNCQCPQAMDQEBY,{'VNCQCPQAMDQEBY-YTJHIPEWSA-L'},360.4,3.0,lactuca sativa,-156.91115000000005,0.0
lactuca sativa,40.3373645,0.0,CDSGSEYGSWGVOJ,{'CDSGSEYGSWGVOJ-UHFFFAOYSA-N'},216.23,2.0,lactuca sativa,80.674729,1.0
lactuca sativa,-3.105,0.0,MZFOKIKEPGUZEN,"{'MZFOKIKEPGUZEN-RVTPZZGCSA-N', 'MZFOKIKEPGUZEN-AGCMQPJKSA-I'}",867.6,2.0,lactuca sativa,-6.21,0.0
lactuca sativa,45.540955800000006,0.0,VWRMUTKBDQWLAX,{'VWRMUTKBDQWLAX-BYPYZUCNSA-M'},148.14,2.0,lactuca sativa,91.08191160000001,1.0
lactuca sativa,-2.5870972,0.0,BBMLTTOFEBDQIR,"{'BBMLTTOFEBDQIR-IAJVGIPZSA-N', 'BBMLTTOFEBDQIR-BQULMBIYSA-N'}",232.32,2.0,lactuca sativa,-5.1741944,0.0
lactuca sativa,-4.3599854,0.0,USCKBWYPQYRTMB,{'USCKBWYPQYRTMB-UHFFFAOYSA-N'},484.8,1.0,lactuca sativa,-4.3599854,0.0
lactuca sativa,-2.8471215,0.0,ZYGHJZDHTFUPRJ,{'ZYGHJZDHTFUPRJ-UHFFFAOYSA-N'},146.14,1.0,lactuca sativa,-2.8471215,0.0
lactuca sativa,-0.16645813,0.0,FVOLNXKBISLPQY,{'FVOLNXKBISLPQY-IBGZPJMESA-O'},328.6,1.0,lactuca sativa,-0.16645813,0.0
lactuca sativa,26.061111,0.0,SREKYKXYSQMOIB,{'SREKYKXYSQMOIB-UHFFFAOYSA-M'},131.11,1.0,lactuca sativa,26.061111,1.0
lactuca sativa,117.42,1.0,CCVYRRGZDBSHFU,{'CCVYRRGZDBSHFU-UHFFFAOYSA-N'},152.15,1.0,lactuca sativa,117.42,1.0
lactuca sativa,-4.8703348,0.0,CFONOJVUTZAMCB,{'CFONOJVUTZAMCB-UHFFFAOYSA-N'},163.17,2.0,lactuca sativa,-9.7406696,0.0
lactuca sativa,2.8300781,0.0,XSIFPSYPOVKYCO,{'XSIFPSYPOVKYCO-UHFFFAOYSA-N'},178.23,1.0,lactuca sativa,2.8300781,1.0
lactuca sativa,13.064575,0.0,PJUZSAIFYJRFEZ,{'PJUZSAIFYJRFEZ-MSDFDHLWSA-R'},495.6,1.0,lactuca sativa,13.064575,1.0
lactuca sativa,-5.815,0.0,AZCVXMAPLHSIKY,{'AZCVXMAPLHSIKY-BOJFXZHGSA-N'},935.8,2.0,lactuca sativa,-11.63,0.0
lactuca sativa,-10.82,0.0,KYORZMSTOXVELJ,{'KYORZMSTOXVELJ-VRPWFDPXSA-N'},259.15,1.0,lactuca sativa,-10.82,0.0
lactuca sativa,-9.129997,1.0,KYQCXUMVJGMDNG,"{'KYQCXUMVJGMDNG-SHUUEZRQSA-M', 'KYQCXUMVJGMDNG-UHFFFAOYSA-N'}",238.19,2.0,lactuca sativa,-18.259994,0.0
lactuca sativa,-1.14400448,0.0,PYMYPHUHKUWMLA,"{'PYMYPHUHKUWMLA-VAYJURFESA-N', 'PYMYPHUHKUWMLA-LMVFSUKVSA-N', 'PYMYPHUHKUWMLA-VPENINKCSA-N'}",150.13,5.0,lactuca sativa,-5.7200224,0.0
lactuca sativa,-37.614632660000005,1.0,COLNVLDHVKWLRT,{'COLNVLDHVKWLRT-QMMMGPOBSA-N'},165.19,7.0,lactuca sativa,-263.30242862,0.0
lactuca sativa,-27.6967098,0.0,BLHVJAAEHMLMOI,"{'BLHVJAAEHMLMOI-UHFFFAOYSA-M', 'BLHVJAAEHMLMOI-UHFFFAOYSA-N'}",169.12,5.0,lactuca sativa,-138.48354899999998,0.0
lactuca sativa,4.336180000000001,0.0,ZMZDMBWJUHKJPS,{'ZMZDMBWJUHKJPS-UHFFFAOYSA-M'},58.08,2.0,lactuca sativa,8.672360000000001,1.0
lactuca sativa,41.53920755,0.0,GREYPJUHRBULIJ,{'GREYPJUHRBULIJ-GNSUAQHMSA-J'},1102.1,2.0,lactuca sativa,83.0784151,1.0
lactuca sativa,-7.598816,0.0,XOAAWQZATWQOTB,{'XOAAWQZATWQOTB-UHFFFAOYSA-N'},125.15,1.0,lactuca sativa,-7.598816,0.0
lactuca sativa,5.4134903,0.0,ZXBGEIHFXPHRJY,{'ZXBGEIHFXPHRJY-NKFDZXFUSA-L'},728.9,2.0,lactuca sativa,10.8269806,1.0
lactuca sativa,-0.4879264999999995,0.0,GJQWCDSAOUMKSE,{'GJQWCDSAOUMKSE-STHAYSLISA-M'},191.12,2.0,lactuca sativa,-0.975852999999999,0.0
lactuca sativa,2.227942175,0.0,YANFYYGANIYHGI,"{'YANFYYGANIYHGI-UHFFFAOYSA-O', 'YANFYYGANIYHGI-UHFFFAOYSA-N'}",132.18,4.0,lactuca sativa,8.9117687,1.0
lactuca sativa,20.175842,0.0,BUGQHORRADGONS,{'BUGQHORRADGONS-KRWDZBQOSA-M'},321.3,1.0,lactuca sativa,20.175842,1.0
lactuca sativa,6.077333425,0.0,ATZKAUGGNMSCCY,"{'ATZKAUGGNMSCCY-VVFNRDJMSA-N', 'ATZKAUGGNMSCCY-QLYDTTAWSA-K'}",583.7,4.0,lactuca sativa,24.3093337,1.0
lactuca sativa,-4.0029299,0.0,PLKUTZNSKRWCCA,{'PLKUTZNSKRWCCA-VRXTXMPYSA-N'},610.0,2.0,lactuca sativa,-8.0058598,0.0
lactuca sativa,0.4623849999999976,0.0,IGZIQAJJXGRAJF,{'IGZIQAJJXGRAJF-OQAXFVLUSA-M'},347.4,2.0,lactuca sativa,0.9247699999999952,1.0
lactuca sativa,89.332365,0.0,PCLHVGYGQYOJEF,"{'PCLHVGYGQYOJEF-DELKORAPSA-N', 'PCLHVGYGQYOJEF-YPODHHRNSA-N'}",430.7,2.0,lactuca sativa,178.66473,1.0
lactuca sativa,-5.236862333333332,0.0,GVTPYCXGTFQZDT,{'GVTPYCXGTFQZDT-YSSUGPPCSA-M'},624.692,3.0,lactuca sativa,-15.710586999999997,0.0
lactuca sativa,20.64,1.0,WGVKWNUPNGFDFJ,"{'WGVKWNUPNGFDFJ-CBIUGAAKSA-N', 'WGVKWNUPNGFDFJ-DQCZWYHMSA-N'}",416.7,2.0,lactuca sativa,41.28,1.0
lactuca sativa,15.373226499999998,0.0,PHYYADMVYQURSX,{'PHYYADMVYQURSX-WWFIZPDBSA-M'},422.5,2.0,lactuca sativa,30.746452999999995,1.0
lactuca sativa,44.147644,0.0,VGXBGQACJQRWLV,{'VGXBGQACJQRWLV-LKGUXBDMSA-K'},593.4,2.0,lactuca sativa,88.295288,1.0
lactuca sativa,-3.11,0.0,HKKHTABTHSUDBP,{'HKKHTABTHSUDBP-ILXILVFVSA-N'},340.28,1.0,lactuca sativa,-3.11,0.0
lactuca sativa,158.966,0.0,DRAVOWXCEBXPTN,{'DRAVOWXCEBXPTN-UHFFFAOYSA-N'},151.13,1.0,lactuca sativa,158.966,1.0
lactuca sativa,5.0191497499999995,0.0,WILLOUKDISBKTQ,{'WILLOUKDISBKTQ-KALKGZTMSA-N'},341.4,2.0,lactuca sativa,10.038299499999999,1.0
lactuca sativa,-5.80763635,0.0,FGSBNBBHOZHUBO,"{'FGSBNBBHOZHUBO-UHFFFAOYSA-N', 'FGSBNBBHOZHUBO-UHFFFAOYSA-L'}",158.11,4.0,lactuca sativa,-23.2305454,0.0
lactuca sativa,-4.124565112499999,0.0,JATHTMCMFRMWBT,{'JATHTMCMFRMWBT-ONWAGYJKSA-L'},892.5,4.0,lactuca sativa,-16.498260449999993,0.0
lactuca sativa,2.2,1.0,XFTRTWQBIOMVPK,{'XFTRTWQBIOMVPK-RXMQYKEDSA-N'},148.11,1.0,lactuca sativa,2.2,1.0
lactuca sativa,-4.3599854,0.0,LCBMZQAFNALYOG,{'LCBMZQAFNALYOG-LDLFXXLYSA-N'},512.9,1.0,lactuca sativa,-4.3599854,0.0
lactuca sativa,-12.063521,0.0,OMFBGGYXLXMADG,{'OMFBGGYXLXMADG-HGQMJTFUSA-N'},530.8,1.0,lactuca sativa,-12.063521,0.0
lactuca sativa,-14.815857,1.0,OLXZPDWKRNYJJZ,{'OLXZPDWKRNYJJZ-RRKCRQDMSA-N'},251.24,1.0,lactuca sativa,-14.815857,0.0
lactuca sativa,3.4693975,0.0,ABVCUBUIXWJYSE,"{'ABVCUBUIXWJYSE-GQUPQBGVSA-O', 'ABVCUBUIXWJYSE-GQUPQBGVSA-M'}",431.375,7.0,lactuca sativa,24.2857825,1.0
lactuca sativa,0.594712225,0.0,BCPSFKBPHHBDAI,"{'BCPSFKBPHHBDAI-LURJTMIESA-M', 'BCPSFKBPHHBDAI-LURJTMIESA-N'}",173.17,4.0,lactuca sativa,2.3788489,1.0
lactuca sativa,-4.056748,0.0,CNSJRYUMVMWNMC,"{'CNSJRYUMVMWNMC-RITPCOANSA-L', 'CNSJRYUMVMWNMC-UHFFFAOYSA-N'}",258.19,4.0,lactuca sativa,-16.226992,0.0
lactuca sativa,-12.532995383333333,0.0,FNZLKVNUWIIPSJ,"{'FNZLKVNUWIIPSJ-RFZPGFLSSA-L', 'FNZLKVNUWIIPSJ-RFZPGFLSSA-N', 'FNZLKVNUWIIPSJ-UHNVWZDZSA-N', 'FNZLKVNUWIIPSJ-UHNVWZDZSA-L'}",228.09,24.0,lactuca sativa,-300.7918892000001,0.0
lactuca sativa,-17.6220402,0.0,HUMNYLRZRPPJDN,{'HUMNYLRZRPPJDN-UHFFFAOYSA-N'},106.12,5.0,lactuca sativa,-88.110201,0.0
lactuca sativa,-3.789110000000001,0.0,IOQIILLGNAOXJE,{'IOQIILLGNAOXJE-UHFFFAOYSA-K'},611.9,2.0,lactuca sativa,-7.578220000000002,0.0
lactuca sativa,-8.9529585,0.0,CQQNNQTXUGLUEV,{'CQQNNQTXUGLUEV-UHFFFAOYSA-N'},195.18,2.0,lactuca sativa,-17.905917,0.0
lactuca sativa,-2.723510735,0.0,JJSJTIWFKNSCHC,{'JJSJTIWFKNSCHC-JBKAVQFISA-J'},1128.1,2.0,lactuca sativa,-5.44702147,0.0
lactuca sativa,-47.149994,0.0,CUOKHACJLGPRHD,{'CUOKHACJLGPRHD-JJYYJPOSSA-N'},148.11,1.0,lactuca sativa,-47.149994,0.0
lactuca sativa,-31.991594550000002,0.0,WBYWAXJHAXSJNI,"{'WBYWAXJHAXSJNI-VOTSOKGWSA-N', 'WBYWAXJHAXSJNI-VOTSOKGWSA-M'}",147.15,10.0,lactuca sativa,-319.9159455,0.0
lactuca sativa,43.26698152,0.0,ZWIADYZPOWUWEW,"{'ZWIADYZPOWUWEW-XVFCMESISA-N', 'ZWIADYZPOWUWEW-XVFCMESISA-K'}",403.18,20.0,lactuca sativa,865.3396303999999,1.0
lactuca sativa,0.23966580000000048,0.0,OIVLITBTBDPEFK,{'OIVLITBTBDPEFK-UHFFFAOYSA-N'},114.1,2.0,lactuca sativa,0.47933160000000097,1.0
lactuca sativa,-25.707400000000003,0.0,RVTDOBUXLKASID,{'RVTDOBUXLKASID-NVMFGSTBSA-N'},755.1,3.0,lactuca sativa,-77.1222,0.0
lactuca sativa,-1.2711580333333332,0.0,XEYBRNLFEZDVAW,"{'XEYBRNLFEZDVAW-ARSRFYASSA-M', 'XEYBRNLFEZDVAW-ARSRFYASSA-N'}",352.5,3.0,lactuca sativa,-3.8134740999999996,0.0
lactuca sativa,93.14882,0.0,XLZHGKDRKSKCAU,{'XLZHGKDRKSKCAU-UHFFFAOYSA-N'},152.19,1.0,lactuca sativa,93.14882,1.0
lactuca sativa,1.1027344025,1.0,KRKNYBCHXYNGOX,"{'KRKNYBCHXYNGOX-UHFFFAOYSA-K', 'KRKNYBCHXYNGOX-UHFFFAOYSA-N'}",189.1,8.0,lactuca sativa,8.82187522,1.0
lactuca sativa,4.4360431857142855,0.0,GACTWZZMVMUKNG,"{'GACTWZZMVMUKNG-KVTDHHQDSA-L', 'GACTWZZMVMUKNG-SLPGGIOYSA-L', 'GACTWZZMVMUKNG-UHFFFAOYSA-N'}",262.15,7.0,lactuca sativa,31.052302299999997,1.0
lactuca sativa,-2.7235107199999997,0.0,PUWDUOCPCWFEFG,{'PUWDUOCPCWFEFG-YGYQDCEASA-J'},1068,2.0,lactuca sativa,-5.447021439999999,0.0
lactuca sativa,-12.623505,0.0,FEWIGMWODIRUJM,{'FEWIGMWODIRUJM-HWKANZROSA-N'},98.14,1.0,lactuca sativa,-12.623505,0.0
lactuca sativa,-5.58267891,1.0,KHPXUQMNIQBQEV,"{'KHPXUQMNIQBQEV-UHFFFAOYSA-L', 'KHPXUQMNIQBQEV-UHFFFAOYSA-N'}",130.06,20.0,lactuca sativa,-111.6535782,0.0
lactuca sativa,-0.5854372561538461,0.0,MNBKLUUYKPBKDU,"{'MNBKLUUYKPBKDU-BBECNAHFSA-J', 'MNBKLUUYKPBKDU-TZIIWEFPSA-N'}",1001.9,13.0,lactuca sativa,-7.61068433,0.0
lactuca sativa,3.500061,0.0,UDEWPOVQBGFNGE,{'UDEWPOVQBGFNGE-UHFFFAOYSA-N'},164.2,1.0,lactuca sativa,3.500061,1.0
lactuca sativa,-5.82,0.0,XZQYPTBYQYZGRU,{'XZQYPTBYQYZGRU-QXKOLOLJSA-N'},1028,1.0,lactuca sativa,-5.82,0.0
lactuca sativa,25.438222133333333,0.0,UWARRXZVZDFPQU,{'UWARRXZVZDFPQU-UHFFFAOYSA-N'},300.26,3.0,lactuca sativa,76.31466640000001,1.0
lactuca sativa,133.86,0.0,IGSYEZFZPOZFNC,{'IGSYEZFZPOZFNC-LKIWRGPLSA-N'},370.26,2.0,lactuca sativa,267.72,1.0
lactuca sativa,-4.87,0.0,AAJODOMQIUQTFG,{'AAJODOMQIUQTFG-XAICKWAHSA-N'},292.4,1.0,lactuca sativa,-4.87,0.0
lactuca sativa,-2.0448523499999998,0.0,QUTYKIXIUDQOLK,"{'QUTYKIXIUDQOLK-PRJMDXOYSA-N', 'QUTYKIXIUDQOLK-PRJMDXOYSA-J'}",320.15,4.0,lactuca sativa,-8.179409399999999,0.0
lactuca sativa,3.869214,0.0,DUYSYHSSBDVJSM,"{'DUYSYHSSBDVJSM-KRWOKUGFSA-M', 'DUYSYHSSBDVJSM-KRWOKUGFSA-N'}",379.5,3.0,lactuca sativa,11.607642,1.0
lactuca sativa,1.9281921,0.0,SEZLYIWMVRUIKT,{'SEZLYIWMVRUIKT-SECBINFHSA-N'},150.22,1.0,lactuca sativa,1.9281921,1.0
lactuca sativa,-11.6235105,0.0,OKYHYXLCTGGOLM,"{'OKYHYXLCTGGOLM-UHFFFAOYSA-N', 'OKYHYXLCTGGOLM-SCSAIBSYSA-L'}",182.07,4.0,lactuca sativa,-46.494042,0.0
lactuca sativa,22.19,0.0,SZBGXBOFCGNPEU,{'SZBGXBOFCGNPEU-UHFFFAOYSA-N'},101.15,1.0,lactuca sativa,22.19,1.0
lactuca sativa,3.54212925,0.0,PNHLMHWWFOPQLK,"{'PNHLMHWWFOPQLK-BKUUWRAGSA-N', 'PNHLMHWWFOPQLK-BKUUWRAGSA-L', 'PNHLMHWWFOPQLK-ZQXLIXSRSA-N', 'PNHLMHWWFOPQLK-ZQXLIXSRSA-L'}",585.31,8.0,lactuca sativa,28.337033999999996,1.0
lactuca sativa,-1.5578414299999999,0.0,NMDWGEGFJUBKLB,"{'NMDWGEGFJUBKLB-UHFFFAOYSA-N', 'NMDWGEGFJUBKLB-YFKPBYRVSA-N', 'NMDWGEGFJUBKLB-YFKPBYRVSA-M'}",131.11,9.0,lactuca sativa,-14.020572869999999,0.0
lactuca sativa,33.4388705,0.0,XWWGSEVYUBTSFS,{'XWWGSEVYUBTSFS-UHFFFAOYSA-N'},163.24,2.0,lactuca sativa,66.877741,1.0
lactuca sativa,2.6216600000000003,0.0,CIPFCGZLFXVXBG,"{'CIPFCGZLFXVXBG-CNWJWELYSA-N', 'CIPFCGZLFXVXBG-CNWJWELYSA-F'}",500.07548,6.0,lactuca sativa,15.729960000000002,1.0
lactuca sativa,-28.95,0.0,WZZVUHWLNMNWLW,{'WZZVUHWLNMNWLW-VFCSDQTKSA-N'},627.6,1.0,lactuca sativa,-28.95,0.0
